#
# Exported poll results from Less Wrong
# Columns: user, pollid, response, date
# user is either a username or a number (if the 'voted anonymously' button was
# checked). Anonymous user numbers are shared between poll questions asked in a
# single comment, but not between comments.
# pollid is a site-wide unique identifier of the poll.
# response is the user's answer to the poll. For multiple-choice polls, this is
# the index of their choice, starting at zero. For scale polls, this is the
# distance of their choice from the left, starting at zero. For probability and
# numeric polls, this is a number.
#
"19","463","0","2013-05-13T01:39:25.734358"
"ChristianKl","463","0","2013-05-12T12:06:22.563482"
"TeMPOraL","463","1","2013-05-11T22:51:41.051760"
"20","463","1","2013-05-11T20:02:14.325098"
"21","463","0","2013-05-11T12:26:04.314508"
"22","463","0","2013-05-11T01:05:23.821669"
"oooo","463","0","2013-05-10T22:01:54.801334"
"Emile","463","1","2013-05-10T16:06:40.564748"
"23","463","0","2013-05-10T06:59:02.447023"
"24","463","0","2013-05-10T04:27:05.591210"
"25","463","0","2013-05-10T03:17:44.003153"
"26","463","0","2013-05-09T20:16:43.187507"
"moridinamael","463","1","2013-05-09T19:48:59.973488"
"27","463","0","2013-05-09T17:38:53.011810"
"28","463","1","2013-05-09T02:53:55.363917"
"29","463","0","2013-05-09T00:59:37.485757"
"30","463","0","2013-05-08T22:45:32.028590"
"Eneasz","463","1","2013-05-08T22:11:12.808650"
"31","463","0","2013-05-08T20:49:14.031046"
"32","463","1","2013-05-08T20:42:13.574790"
"33","463","0","2013-05-08T19:40:05.040514"
"aleksiL","463","1","2013-05-08T18:10:03.861982"
"34","463","2","2013-05-08T18:00:15.414305"
"35","463","1","2013-05-08T17:02:14.327598"
"36","463","0","2013-05-08T15:23:28.073456"
"37","463","0","2013-05-08T15:15:15.412014"
"38","463","0","2013-05-08T15:08:52.446713"
"39","463","1","2013-05-08T15:03:41.862323"
"TodesBrot","463","0","2013-05-08T14:57:45.593661"
"Oscar_Cunningham","463","0","2013-05-08T14:42:14.635774"
"khafra","463","1","2013-05-08T14:00:23.546557"
"40","463","0","2013-05-08T13:08:52.812263"
"41","463","2","2013-05-08T11:08:50.097751"
"ArisKatsaris","463","1","2013-05-08T10:45:59.678950"
"42","463","0","2013-05-08T10:13:49.798239"
"43","463","1","2013-05-08T09:48:03.922229"
"44","463","1","2013-05-08T08:27:12.632850"
"45","463","0","2013-05-08T07:26:12.188579"
"46","463","0","2013-05-08T06:07:45.345380"
"Qiaochu_Yuan","463","0","2013-05-08T05:55:59.488761"
"47","463","0","2013-05-08T05:44:50.162089"
"48","463","1","2013-05-08T05:14:29.142872"
"49","463","0","2013-05-08T04:32:10.216031"
"rejuvyesh","463","1","2013-05-08T03:59:46.527497"
"50","463","0","2013-05-08T03:53:25.467501"
"51","463","0","2013-05-08T02:45:51.846758"
"52","463","0","2013-05-08T01:49:44.556987"
"ahartell","463","0","2013-05-08T01:23:27.220062"
"53","463","1","2013-05-08T01:07:04.792369"
"54","463","0","2013-05-08T00:40:40.127326"
"55","463","0","2013-05-08T00:22:30.389433"
"56","463","1","2013-05-08T00:02:15.947170"
"57","463","0","2013-05-07T23:47:33.916722"
"58","463","0","2013-05-07T23:04:44.068428"
"59","463","0","2013-05-07T23:00:02.807910"
"60","463","0","2013-05-07T22:53:48.953315"
"61","463","0","2013-05-07T22:28:15.336723"
"Sniffnoy","463","1","2013-05-07T22:21:05.676761"
"62","463","0","2013-05-07T22:05:34.393169"
"Vaniver","463","1","2013-05-07T21:45:16.742365"
"moreati","463","0","2013-05-07T21:25:28.415320"
"63","463","1","2013-05-07T21:16:30.459539"
"64","463","1","2013-05-07T20:58:52.490787"
"quanticle","463","0","2013-05-07T20:23:56.298754"
"nicdevera","463","1","2013-05-07T20:16:24.356572"
"65","463","1","2013-05-07T20:16:11.794584"
"66","463","0","2013-05-07T20:14:37.233631"
"toner","463","0","2013-05-07T20:03:23.150404"
"67","463","0","2013-05-07T19:37:09.436175"
"68","463","0","2013-05-07T19:34:00.715818"
"arundelo","463","0","2013-05-07T19:33:08.024342"
"69","463","0","2013-05-07T19:31:25.796447"
"James_Miller","463","0","2013-05-07T19:28:25.495261"
"70","463","1","2013-05-07T19:25:26.639130"
"71","463","0","2013-05-07T19:22:22.078410"
"72","463","0","2013-05-07T19:16:17.627365"
"73","463","0","2013-05-07T19:15:33.410222"
"74","463","1","2013-05-07T19:13:08.704215"
"abramdemski","463","1","2013-05-07T19:11:40.753591"
"75","463","0","2013-05-07T19:08:33.302827"
"76","463","0","2013-05-07T19:08:10.864653"
"gwern","463","2","2013-05-07T19:04:51.998172"
"Kaj_Sotala","463","0","2013-05-07T19:02:07.682767"
"DubiousTwizzler","464","0","2013-07-17T23:02:49.196257"
"1","464","3","2013-07-13T04:46:35.597490"
"2","464","3","2013-06-29T17:17:16.401021"
"4","464","3","2013-06-10T19:33:58.029864"
"5","464","2","2013-06-08T20:03:39.238744"
"6","464","3","2013-06-08T19:56:59.713990"
"mcallisterjp","464","3","2013-05-30T16:55:12.112496"
"7","464","3","2013-05-24T19:27:00.378679"
"8","464","3","2013-05-23T19:07:16.474689"
"iconreforged","464","0","2013-05-23T13:24:45.718789"
"9","464","3","2013-05-16T05:07:24.650484"
"10","464","2","2013-05-16T04:44:37.042783"
"11","464","3","2013-05-16T01:07:30.070468"
"12","464","0","2013-05-15T21:56:50.519063"
"13","464","3","2013-05-15T21:29:25.629958"
"14","464","3","2013-05-14T14:50:33.554042"
"15","464","3","2013-05-14T13:04:42.977974"
"16","464","3","2013-05-14T02:45:57.847287"
"17","464","3","2013-05-13T21:28:39.825699"
"18","464","3","2013-05-13T18:52:08.491130"
"19","464","3","2013-05-13T01:39:25.817971"
"ChristianKl","464","3","2013-05-12T12:06:22.680186"
"TeMPOraL","464","3","2013-05-11T22:51:41.135835"
"20","464","3","2013-05-11T20:02:14.436474"
"21","464","3","2013-05-11T12:26:04.420418"
"22","464","3","2013-05-11T01:05:23.872549"
"oooo","464","0","2013-05-10T22:01:54.865513"
"Emile","464","3","2013-05-10T16:06:40.649232"
"23","464","3","2013-05-10T06:59:02.501093"
"24","464","3","2013-05-10T04:27:05.647688"
"25","464","3","2013-05-10T03:17:44.059715"
"26","464","3","2013-05-09T20:16:43.242528"
"moridinamael","464","3","2013-05-09T19:49:00.042497"
"27","464","3","2013-05-09T17:38:53.063164"
"28","464","3","2013-05-09T02:53:55.451833"
"29","464","3","2013-05-09T00:59:37.543736"
"30","464","3","2013-05-08T22:45:32.085331"
"Eneasz","464","3","2013-05-08T22:11:12.894392"
"31","464","3","2013-05-08T20:49:14.083560"
"32","464","0","2013-05-08T20:42:13.648890"
"33","464","3","2013-05-08T19:40:05.094661"
"aleksiL","464","3","2013-05-08T18:10:03.933840"
"34","464","0","2013-05-08T18:00:15.472130"
"35","464","3","2013-05-08T17:02:14.403798"
"36","464","3","2013-05-08T15:23:28.129990"
"37","464","3","2013-05-08T15:15:15.494431"
"38","464","3","2013-05-08T15:08:52.527590"
"39","464","3","2013-05-08T15:03:41.939313"
"TodesBrot","464","0","2013-05-08T14:57:45.650893"
"Oscar_Cunningham","464","3","2013-05-08T14:42:14.710862"
"khafra","464","3","2013-05-08T14:00:23.605648"
"40","464","0","2013-05-08T13:08:52.922202"
"41","464","3","2013-05-08T11:08:50.171822"
"ArisKatsaris","464","3","2013-05-08T10:45:59.755526"
"42","464","3","2013-05-08T10:13:49.850321"
"43","464","3","2013-05-08T09:48:03.980752"
"44","464","3","2013-05-08T08:27:12.709905"
"45","464","3","2013-05-08T07:26:12.278406"
"46","464","3","2013-05-08T06:07:45.402879"
"Qiaochu_Yuan","464","3","2013-05-08T05:55:59.557265"
"47","464","0","2013-05-08T05:44:50.217772"
"48","464","3","2013-05-08T05:14:29.229761"
"49","464","0","2013-05-08T04:32:10.266821"
"rejuvyesh","464","3","2013-05-08T03:59:46.578324"
"50","464","4","2013-05-08T03:53:25.517107"
"51","464","3","2013-05-08T02:45:51.902534"
"52","464","0","2013-05-08T01:49:44.609387"
"ahartell","464","4","2013-05-08T01:23:27.276032"
"53","464","3","2013-05-08T01:07:04.881223"
"54","464","3","2013-05-08T00:40:40.189833"
"55","464","3","2013-05-08T00:22:30.451578"
"56","464","3","2013-05-08T00:02:16.042336"
"57","464","3","2013-05-07T23:47:33.968321"
"58","464","3","2013-05-07T23:04:44.138430"
"59","464","3","2013-05-07T23:00:02.895556"
"60","464","3","2013-05-07T22:53:49.036423"
"61","464","4","2013-05-07T22:28:15.405760"
"Sniffnoy","464","3","2013-05-07T22:21:05.772564"
"Vaniver","464","0","2013-05-07T21:45:16.797361"
"moreati","464","0","2013-05-07T21:25:28.469826"
"63","464","3","2013-05-07T21:16:30.512041"
"64","464","3","2013-05-07T20:58:52.572007"
"quanticle","464","3","2013-05-07T20:23:56.348660"
"nicdevera","464","3","2013-05-07T20:16:24.407909"
"65","464","3","2013-05-07T20:16:11.872736"
"66","464","3","2013-05-07T20:14:37.288706"
"toner","464","3","2013-05-07T20:03:23.208679"
"67","464","3","2013-05-07T19:37:09.488631"
"68","464","3","2013-05-07T19:34:00.764224"
"arundelo","464","3","2013-05-07T19:33:08.073323"
"69","464","3","2013-05-07T19:31:25.849736"
"James_Miller","464","3","2013-05-07T19:28:25.553785"
"70","464","3","2013-05-07T19:25:26.702589"
"71","464","3","2013-05-07T19:22:22.129084"
"72","464","3","2013-05-07T19:16:17.684076"
"73","464","3","2013-05-07T19:15:33.465602"
"74","464","3","2013-05-07T19:13:08.756295"
"abramdemski","464","3","2013-05-07T19:11:40.823052"
"75","464","3","2013-05-07T19:08:33.372085"
"76","464","3","2013-05-07T19:08:10.936029"
"gwern","464","3","2013-05-07T19:04:52.060237"
"Kaj_Sotala","464","3","2013-05-07T19:02:07.759511"
